week,nb_sold,revenue,sales_method
3,10,98.7,1
3,8,41.05,0
1,8,80.85,1
2,9,45.93,0
1,8,125.84,2
3,10,150.29,2
4,10,51.79,0
4,11,109.4,1
1,9,95.8234065934066,1
3,9,97.26702923976607,1
3,8,41.33,0
2,9,43.84,0
3,9,93.53,1
1,7,35.79,0
2,10,98.4334375,1
1,8,83.35,1
3,10,146.77,2
1,9,87.35,1
3,10,149.52,2
2,10,96.43,1
4,11,109.19,1
2,9,43.63,0
2,11,112.16,1
6,13,65.88,0
4,10,49.67,0
2,9,94.59,1
1,9,91.05,1
3,8,42.23,0
1,8,81.29,1
1,9,85.95,1
3,9,92.48,1
5,10,52.09,0
6,13,67.03,0
2,10,104.26,1
1,8,84.5,1
3,9,92.97,1
3,9,94.36,1
5,10,104.7,1
2,10,150.2,2
4,10,50.56,0
4,11,105.73,1
1,7,35.69,0
2,10,103.26,1
3,8,40.82,0
3,9,44.05,0
5,11,53.67,0
2,10,95.2,1
1,8,83.64,1
4,11,108.66,1
5,11,56.08,0
2,10,98.4,1
4,10,101.14,1
3,9,94.61,1
6,13,64.66,0
1,8,84.52,1
4,13,182.3207329842932,2
1,9,90.13,1
1,9,96.52224489795918,1
5,11,55.14,0
1,8,80.64,1
2,11,107.15,1
3,10,103.18,1
5,10,101.29,1
2,10,151.3,2
3,9,88.19,1
4,11,107.65,1
5,12,117.79,1
4,10,103.24,1
4,12,178.21,2
2,10,97.71,1
5,12,184.6,2
4,10,49.26,0
2,10,104.27,1
5,10,104.54,1
6,13,64.96,0
5,10,51.91,0
3,9,43.71,0
5,12,183.9,2
4,10,51.69,0
2,11,106.75,1
1,10,97.96,1
3,10,96.21,1
3,10,95.96,1
3,9,88.68,1
4,10,50.34,0
5,11,53.77,0
5,12,184.15,2
5,12,184.7,2
2,9,94.65,1
1,9,90.99,1
3,9,42.85,0
2,10,156.52,2
1,9,88.39,1
1,9,86.23,1
5,11,105.38,1
6,13,128.69,1
5,11,109.54,1
5,10,51.36,0
5,11,108.39,1
5,11,53.14,0
2,10,98.15,1
3,9,94.28,1
5,11,108.57,1
4,10,52.28,0
5,10,51.38,0
1,9,97.26702923976607,1
2,11,106.56,1
4,11,105.08,1
1,9,87.49,1
2,9,44.07,0
3,8,41.52,0
1,9,92.38,1
3,9,44.04,0
4,12,183.96,2
1,9,90.56,1
4,11,111.9,1
4,10,52.32,0
2,10,96.26,1
6,13,65.87,0
2,9,43.61,0
5,11,107.54,1
2,8,41.21,0
2,9,92.95,1
5,11,110.47,1
4,12,180.7,2
2,9,43.15,0
1,8,81.98,1
1,8,38.91,0
5,12,184.08,2
3,8,41.27,0
2,8,42.15,0
4,12,181.38,2
1,9,90.95,1
1,9,92.33,1
1,7,35.33,0
2,9,44.72,0
2,9,44.62,0
1,9,92.02,1
3,10,153.2,2
1,9,85.06,1
1,7,35.28,0
4,11,112.15,1
2,10,102.64,1
4,10,50.76,0
3,8,40.21,0
6,13,47.0080412371134,0
1,8,82.28,1
6,13,65.92,0
1,9,85.45,1
4,11,112.72,1
1,9,89.96,1
5,11,55.18,0
2,10,153.59,2
1,9,90.58,1
4,11,105.47,1
3,9,91.37,1
5,11,111.1,1
4,10,51.58,0
4,11,110.7,1
3,8,42.27,0
3,8,41.43,0
6,13,66.02,0
1,10,95.85,1
3,10,176.564,2
6,13,46.950625,0
1,9,97.0785026737968,1
3,9,89.18,1
1,7,34.08,0
5,10,96.52224489795918,1
4,10,51.86,0
5,11,106.82,1
1,9,89.74,1
1,7,34.97,0
1,9,97.26702923976607,1
5,11,52.97,0
4,12,182.99,2
2,10,99.07,1
4,11,105.12,1
1,10,99.78,1
5,10,51.85,0
1,8,97.284,1
1,9,87.24,1
3,9,86.14,1
3,8,42.34,0
4,10,50.25,0
4,11,109.96,1
4,11,108.43,1
3,10,148.77,2
3,9,93.33,1
1,10,98.42,1
2,10,152.65,2
5,12,117.72,1
5,11,52.93,0
1,8,83.52,1
1,9,85.83,1
1,9,94.11,1
5,11,53.39,0
1,7,33.28,0
3,10,98.07,1
5,11,52.51,0
4,12,182.26,2
3,8,41.02,0
6,13,46.42131147540983,0
4,10,50.89,0
4,10,51.02,0
3,10,96.71,1
4,11,105.26,1
1,8,97.3725,1
3,8,40.46,0
4,10,51.59,0
5,12,184.81,2
1,8,84.0,1
5,11,53.17,0
3,10,100.24,1
2,10,95.52,1
4,10,52.39,0
3,8,40.4,0
2,8,42.47,0
1,8,84.31,1
5,11,97.0785026737968,1
1,10,96.4,1
4,10,51.53,0
3,10,100.45,1
4,12,180.57,2
4,11,105.04,1
1,7,34.44,0
4,11,112.13,1
1,7,35.8,0
4,11,109.08,1
4,10,51.27,0
1,10,95.8,1
5,11,53.2,0
4,10,52.3,0
1,7,34.48,0
2,9,45.57,0
4,10,52.29,0
2,8,42.4,0
1,8,83.06,1
4,10,49.88,0
4,11,105.91,1
4,11,96.87135135135136,1
5,10,52.48,0
5,10,102.69,1
5,13,183.0422033898305,2
4,10,51.41,0
1,8,79.83,1
4,10,104.46,1
2,10,98.02,1
1,7,33.81,0
5,12,183.06,2
2,9,44.4,0
1,9,93.65,1
1,7,36.15,0
1,9,89.64,1
1,9,92.02,1
2,10,101.24,1
1,8,82.45,1
1,8,83.5,1
3,10,95.97,1
5,11,54.93,0
5,12,183.81,2
5,10,51.62,0
5,10,51.58,0
4,10,50.74,0
1,9,87.72,1
1,8,84.96,1
5,11,105.97,1
4,11,105.85,1
2,10,97.69846153846152,1
5,11,53.37,0
1,8,39.4,0
6,13,66.64,0
4,11,52.69,0
6,13,67.05,0
1,9,87.71,1
6,13,132.44,1
1,9,89.49,1
4,12,176.9,2
1,7,37.07,0
1,8,84.42,1
5,11,107.3,1
1,8,82.94,1
1,9,87.92,1
5,10,52.17,0
3,10,150.95,2
1,8,92.2644,1
4,12,115.28,1
1,9,90.52,1
1,9,90.05,1
4,12,181.38,2
1,8,84.63,1
6,13,65.28,0
1,8,83.31,1
6,14,68.47,0
1,10,96.23,1
1,8,84.77,1
2,9,44.23,0
1,9,90.69,1
4,11,109.79,1
1,7,34.87,0
1,9,87.21,1
1,10,95.02,1
4,10,50.15,0
1,9,86.39,1
2,10,101.99,1
5,11,52.87,0
2,10,150.6,2
2,11,111.05,1
2,10,103.99,1
1,9,89.72,1
1,8,84.32,1
4,11,96.58468571428573,1
4,11,53.29,0
5,10,51.08,0
4,10,50.03,0
6,14,67.92,0
5,10,51.99,0
2,9,43.57,0
6,13,64.13,0
3,9,42.72,0
3,9,94.47,1
1,9,91.1,1
4,10,51.24,0
5,10,103.78,1
2,10,95.2,1
1,9,88.98,1
4,10,50.97,0
1,9,94.85,1
2,10,94.5759836065574,1
5,11,53.73,0
5,10,51.54,0
2,10,99.25,1
3,8,42.35,0
1,9,85.91,1
1,9,89.1,1
2,11,105.45,1
2,10,96.35,1
3,9,91.06,1
5,11,53.34,0
6,13,66.08,0
6,13,65.59,0
2,9,43.61,0
6,13,67.19,0
4,11,105.77,1
1,8,82.7,1
2,10,95.83,1
2,10,97.83,1
3,9,42.51,0
3,9,89.01,1
5,10,51.51,0
6,13,65.44,0
3,9,90.8,1
3,10,149.21,2
1,8,84.81,1
2,9,94.2,1
3,9,87.3,1
5,11,52.77,0
2,10,101.37,1
2,10,153.62,2
4,12,180.89,2
2,10,95.55,1
1,9,88.84,1
5,11,52.71,0
3,10,95.29,1
5,12,182.62503816793887,2
2,8,41.97,0
1,9,88.44,1
4,12,182.03,2
1,8,82.59,1
4,10,50.14,0
3,8,40.55,0
2,10,100.73,1
4,10,51.38,0
3,10,96.87,1
3,10,152.4,2
5,11,110.85,1
6,12,124.05,1
4,10,48.381875,0
3,9,89.38,1
1,9,85.06,1
4,11,52.54,0
4,11,105.92,1
1,9,87.62,1
1,9,86.55,1
1,9,87.42,1
4,12,180.91,2
2,9,45.74,0
4,11,108.03,1
4,12,116.84,1
2,10,96.46,1
2,10,96.47,1
3,10,148.81,2
4,12,116.01,1
1,9,92.39,1
2,10,102.22,1
5,11,106.09,1
5,11,96.87135135135136,1
1,8,81.19,1
2,9,94.09,1
2,8,42.49,0
1,8,80.8,1
5,12,116.61,1
4,10,50.04,0
1,9,90.38,1
1,7,34.64,0
4,10,51.69,0
1,8,81.37,1
1,9,91.19,1
2,10,104.9,1
1,9,85.49,1
3,9,87.04,1
5,10,51.71,0
1,9,87.54,1
2,9,44.17,0
3,9,88.87,1
1,8,83.41,1
1,7,34.31,0
1,8,83.33,1
4,10,50.27,0
6,14,139.2,1
1,9,86.78,1
4,11,111.0,1
5,11,114.35,1
4,10,49.52,0
4,11,52.61,0
3,10,96.15,1
1,9,85.64,1
6,13,48.78010452961672,0
5,11,105.41,1
6,13,132.18,1
4,11,106.52,1
2,10,47.71,0
5,11,54.55,0
1,8,83.41,1
3,9,87.9,1
1,8,84.54,1
4,10,50.97,0
2,10,102.75,1
3,10,155.77,2
1,8,81.67,1
4,11,106.0,1
3,8,40.95,0
2,10,97.72,1
6,14,69.61,0
5,12,183.01889733840304,2
5,11,109.81,1
1,9,87.85,1
6,13,133.22,1
3,8,40.04,0
1,10,104.67,1
4,10,51.32,0
1,8,84.54,1
4,10,50.0,0
5,10,101.69,1
3,8,41.78,0
1,8,84.83,1
2,10,104.23,1
3,8,40.65,0
1,10,97.0785026737968,1
1,8,81.62,1
5,11,56.04,0
4,12,183.62,2
4,12,175.74,2
5,11,105.81,1
2,10,150.42,2
4,11,112.34,1
1,9,86.52,1
1,8,80.26,1
2,9,94.05,1
3,9,92.13,1
3,9,94.52,1
3,10,153.18,2
1,8,81.84,1
1,9,89.04,1
4,11,56.41,0
3,9,88.68,1
1,8,82.9,1
4,11,108.02,1
1,7,35.15,0
3,9,43.23,0
4,10,50.38,0
6,13,65.49,0
1,8,82.91,1
3,8,42.41,0
2,10,95.18,1
1,7,35.84,0
5,11,105.8,1
3,10,102.63,1
2,9,43.19,0
2,9,43.02,0
4,10,50.21,0
3,10,146.91,2
4,12,184.187,2
1,9,87.2,1
4,11,107.45,1
5,10,102.71,1
3,10,103.28,1
4,12,178.75,2
2,11,109.14,1
2,10,98.96,1
4,10,50.3,0
2,9,42.85,0
4,10,103.32,1
3,9,93.51,1
4,11,107.58,1
2,10,96.86,1
5,11,113.0,1
1,9,98.4334375,1
1,9,86.17,1
3,9,87.57,1
2,11,105.64,1
5,11,52.8,0
2,12,115.68,1
1,10,103.24,1
3,9,93.14,1
2,9,44.49,0
1,8,84.48,1
3,8,41.69,0
3,8,40.21,0
1,10,96.78,1
1,7,33.4,0
5,12,185.32,2
3,9,88.8,1
3,10,97.59562841530057,1
2,10,97.26702923976607,1
2,10,98.43,1
3,8,47.94676190476191,0
1,8,83.25,1
2,11,97.67141203703704,1
5,12,185.27,2
4,10,103.17,1
4,12,183.12,2
2,11,109.65,1
3,9,89.55,1
3,9,91.57,1
3,9,92.05,1
2,11,107.31,1
5,12,182.3207329842932,2
4,10,50.03,0
2,10,95.5,1
3,9,90.46,1
3,8,39.32,0
2,10,103.38,1
5,11,56.3,0
2,10,99.63,1
2,9,43.49,0
5,11,108.72,1
2,9,43.94,0
1,9,92.29,1
3,9,89.48,1
2,11,160.21,2
6,14,69.52,0
4,12,181.69,2
1,8,81.42,1
5,10,52.46,0
1,9,88.16,1
3,9,91.74,1
5,11,54.33,0
2,9,45.66,0
3,8,42.43,0
5,11,105.66,1
3,9,97.59562841530057,1
1,9,93.42,1
1,9,93.83,1
1,7,35.62,0
5,11,112.86,1
1,8,96.84102803738318,1
2,9,43.11,0
3,10,102.43,1
5,11,109.07,1
1,9,94.42,1
5,11,56.85,0
1,8,84.98,1
1,9,89.75,1
3,9,91.77,1
1,9,89.31,1
1,9,87.1,1
4,12,183.86,2
3,8,40.26,0
1,9,93.83,1
3,8,40.64,0
3,9,96.5740776699029,1
4,11,105.54,1
1,9,85.37,1
2,11,112.59,1
6,13,47.67733333333334,0
1,9,85.76,1
1,9,88.53,1
3,9,87.33,1
4,10,52.29,0
2,9,43.87,0
1,9,85.9,1
5,10,103.65,1
5,11,105.58,1
1,8,122.32,2
2,8,42.16,0
6,13,130.45,1
3,9,44.57,0
5,10,51.86,0
1,8,83.68,1
5,10,51.74,0
2,10,103.39,1
4,11,113.5,1
6,13,66.64,0
4,11,114.44,1
5,11,110.4,1
1,10,101.77,1
6,13,65.88,0
4,12,183.38,2
5,10,51.79,0
3,10,98.17,1
3,9,90.67,1
3,9,94.24,1
2,10,154.41,2
2,10,156.76,2
2,10,98.49,1
4,11,105.38,1
1,7,33.75,0
1,8,84.4,1
3,9,89.04,1
1,8,83.9,1
5,11,53.42,0
6,13,66.18,0
2,10,97.28,1
5,11,110.07,1
4,10,51.26,0
5,11,107.45,1
3,9,90.31,1
3,9,89.79,1
3,10,97.11,1
3,8,41.21,0
3,9,91.34,1
3,10,148.2,2
4,10,50.5,0
3,8,41.78,0
5,10,51.9,0
4,12,184.74,2
5,10,52.23,0
1,9,86.98,1
3,9,92.67,1
3,8,41.54,0
6,13,66.24,0
1,8,82.76,1
3,11,105.61,1
2,10,97.12,1
5,11,97.67141203703704,1
4,12,183.01889733840304,2
3,8,40.94,0
1,7,36.61,0
2,10,100.32,1
2,8,42.09,0
1,8,125.02,2
1,9,86.51,1
1,8,84.84,1
1,7,34.27,0
1,9,90.85,1
2,10,96.69,1
3,10,146.06,2
2,9,44.71,0
4,11,106.78,1
1,7,34.92,0
1,7,35.54,0
5,12,118.55,1
3,10,148.82,2
3,9,94.92,1
1,8,83.31,1
2,10,100.97,1
5,11,112.81,1
4,11,53.86,0
1,9,91.51,1
4,10,50.23,0
1,9,87.05,1
4,11,114.04,1
1,7,35.09,0
1,9,135.02,2
4,12,178.84,2
5,10,51.98,0
5,11,108.52,1
4,10,104.74,1
3,10,101.05,1
4,10,51.25,0
4,12,176.93,2
2,10,99.87,1
1,9,85.09,1
4,12,180.27,2
5,10,103.17,1
4,10,50.62,0
2,10,95.55,1
2,10,96.13,1
4,11,53.46,0
1,7,35.75,0
4,10,49.91,0
4,11,56.85,0
1,8,81.12,1
1,10,97.98,1
2,10,98.07,1
1,8,83.11,1
4,12,184.42461538461532,2
1,7,34.61,0
2,10,99.18,1
1,9,93.86,1
1,7,35.93,0
2,9,42.97,0
2,9,44.65,0
3,9,87.37,1
4,12,182.13,2
4,11,108.85,1
1,9,97.3725,1
2,9,42.71,0
2,10,156.35,2
5,12,119.21,1
4,10,103.15,1
3,10,156.02,2
2,10,183.01889733840304,2
2,8,41.55,0
5,10,51.29,0
5,11,106.33,1
1,7,35.15,0
5,11,52.6,0
3,9,42.78,0
1,9,94.09,1
5,11,97.0785026737968,1
5,12,183.75,2
4,12,180.4,2
1,7,36.34,0
6,13,47.89631239935588,0
4,11,106.08,1
1,9,87.32,1
2,8,47.89631239935588,0
6,13,129.87,1
5,11,53.69,0
4,10,103.99,1
1,9,89.43,1
2,10,104.7,1
2,8,42.34,0
3,8,41.25,0
6,13,97.3725,1
1,9,85.0,1
4,10,49.69,0
1,7,35.47,0
2,9,42.52,0
1,8,79.56,1
1,8,83.03,1
5,11,54.26,0
1,7,37.26,0
5,12,183.1,2
2,9,44.78,0
4,11,105.51,1
3,9,92.33,1
1,9,89.96,1
2,10,97.26,1
5,11,105.98,1
5,11,52.57,0
3,10,103.02,1
3,8,41.08,0
5,11,53.55,0
1,9,86.02,1
1,8,84.29,1
4,10,51.73,0
1,7,33.74,0
1,9,91.6,1
4,10,50.15,0
2,10,97.83,1
3,9,93.67,1
1,8,84.57,1
5,12,182.26,2
4,10,49.96,0
1,8,80.79,1
1,9,91.85,1
4,11,47.94676190476191,0
5,12,184.59,2
3,9,42.53,0
4,12,177.18,2
4,11,105.46,1
4,11,105.27,1
5,11,105.46,1
1,8,81.55,1
4,10,50.25,0
5,12,184.69,2
1,9,128.72,2
3,9,86.79,1
4,10,50.85,0
2,9,44.9,0
1,8,84.52,1
1,9,135.6,2
1,7,33.54,0
1,7,35.39,0
2,9,42.83,0
2,10,100.88,1
4,11,112.09,1
2,10,96.44,1
4,10,50.36,0
2,10,95.31,1
1,9,89.65,1
5,11,52.69,0
2,10,103.81,1
3,9,92.72,1
3,8,40.26,0
5,11,108.16,1
3,9,93.34,1
1,8,82.49,1
3,9,86.13,1
1,8,82.19,1
6,14,67.87,0
2,10,95.41,1
4,12,181.45,2
6,14,67.85,0
5,11,54.0,0
2,10,99.7,1
3,10,103.77,1
3,10,95.67,1
4,10,51.81,0
5,12,184.6615328467153,2
6,14,68.16,0
2,10,98.53,1
4,10,51.66,0
3,10,148.2,2
3,8,42.28,0
4,10,103.25,1
6,13,131.91,1
2,10,96.18,1
4,12,180.19,2
4,10,50.63,0
3,10,150.22,2
2,9,43.38,0
1,7,33.28,0
5,10,101.62,1
5,10,51.55,0
6,13,66.29,0
2,9,45.85,0
2,9,43.22,0
2,11,108.11,1
5,11,108.06,1
4,10,50.85,0
1,8,82.37,1
1,7,35.04,0
1,10,97.58,1
3,8,41.41,0
1,9,91.67,1
3,10,150.12,2
1,9,85.71,1
5,11,97.90166666666666,1
2,11,114.17,1
1,9,86.4,1
1,9,88.4,1
4,11,53.0,0
1,8,97.284,1
3,8,41.4,0
5,11,107.88,1
3,8,40.8,0
4,11,106.22,1
5,11,97.59562841530057,1
4,11,105.8,1
1,9,94.63,1
3,10,97.62,1
3,10,146.29,2
1,9,96.5740776699029,1
4,11,108.82,1
6,13,131.2,1
6,13,131.66,1
4,10,50.03,0
1,7,35.2,0
3,8,48.78010452961672,0
4,11,114.67,1
4,11,106.9,1
5,10,102.38,1
1,9,97.0785026737968,1
6,14,136.23,1
1,8,82.31,1
2,10,98.31,1
2,9,42.64,0
5,10,103.88,1
2,10,96.53,1
3,9,44.82,0
1,11,105.63,1
3,8,41.36,0
1,8,80.37,1
4,12,181.50791666666663,2
4,10,50.23,0
2,10,99.72,1
2,10,99.43,1
5,11,53.24,0
2,10,153.3,2
1,9,86.8,1
1,9,87.1,1
3,10,98.77,1
2,10,103.8,1
4,12,178.47,2
4,11,107.34,1
1,7,34.28,0
1,7,33.32,0
4,11,108.1,1
4,11,53.13,0
3,9,45.39,0
4,10,51.57,0
3,9,87.31,1
2,10,99.46,1
1,8,83.91,1
6,13,129.18,1
4,10,50.04,0
2,10,153.21,2
4,12,179.3,2
1,8,82.94,1
2,10,102.33,1
1,7,35.58,0
5,11,53.57,0
5,13,184.44418604651165,2
5,11,110.62,1
4,10,49.68,0
3,8,39.9,0
1,8,81.4,1
4,10,47.89631239935588,0
5,12,185.22,2
1,9,99.23795918367348,1
1,8,83.69,1
4,11,110.12,1
3,8,41.91,0
2,10,97.8,1
5,12,184.13,2
3,9,92.11,1
4,10,51.77,0
4,11,106.67,1
1,9,87.17,1
6,13,49.15364705882354,0
3,9,86.32,1
5,11,110.8,1
2,11,96.87135135135136,1
4,11,97.67141203703704,1
1,9,85.34,1
4,11,111.94,1
1,7,34.25,0
1,9,94.11,1
2,9,43.69,0
2,9,44.18,0
2,9,94.75,1
4,10,104.86,1
5,10,52.47,0
1,9,92.8,1
6,13,66.42,0
4,12,117.21,1
4,12,120.03,1
2,10,97.67141203703704,1
5,11,109.99,1
4,10,103.91,1
2,11,112.42,1
6,13,66.93,0
5,12,183.22,2
4,10,52.32,0
1,9,91.09,1
5,10,51.88,0
2,9,42.66,0
1,7,34.25,0
1,8,95.80082191780822,1
1,9,86.99,1
3,8,40.14,0
5,12,185.41,2
1,7,34.88,0
5,11,54.6,0
1,9,92.55,1
4,11,109.59,1
1,9,86.76,1
5,11,105.55,1
4,12,184.6891666666667,2
1,9,88.59,1
2,10,100.21,1
4,10,50.01,0
1,9,130.04,2
4,12,184.42461538461532,2
5,12,184.04,2
2,10,103.8,1
3,9,44.43,0
5,10,104.82,1
1,10,101.66,1
1,9,88.16,1
4,11,107.94,1
4,12,181.76,2
1,9,85.7,1
3,10,97.69,1
4,12,116.0,1
1,8,82.85,1
3,9,89.93,1
2,10,97.55,1
5,11,113.3,1
1,8,81.88,1
1,7,34.52,0
5,10,51.88,0
2,10,99.79,1
1,9,86.43,1
1,7,34.25,0
3,10,146.72,2
1,8,84.84,1
3,9,89.15,1
4,10,51.55,0
3,10,153.64,2
5,11,52.51,0
3,10,96.16,1
1,8,84.76,1
4,11,114.97,1
4,12,176.37,2
2,10,96.12,1
5,11,54.39,0
1,9,88.97,1
3,9,42.62,0
2,9,44.63,0
1,9,86.86,1
2,10,96.61,1
5,11,105.97,1
3,9,90.25,1
3,9,88.56,1
6,13,65.51,0
5,13,182.79767441860463,2
2,9,44.24,0
5,10,52.34,0
4,11,109.76,1
4,11,107.19,1
6,13,65.84,0
2,9,42.79,0
1,8,83.23,1
3,9,89.18,1
4,10,51.22,0
1,9,94.81,1
2,10,98.42,1
4,12,182.24,2
1,9,88.05,1
1,7,35.42,0
6,13,64.84,0
5,12,119.22,1
1,9,88.51,1
5,11,107.5,1
4,12,179.39,2
2,10,95.3,1
2,10,99.44,1
4,12,177.85,2
4,11,109.34,1
1,8,84.72,1
2,10,96.3,1
2,10,96.84,1
3,9,94.16,1
1,9,91.24,1
2,8,42.18,0
1,9,89.76,1
4,10,51.27,0
1,9,95.80082191780822,1
6,13,64.72,0
2,10,100.5,1
1,7,34.27,0
4,11,107.65,1
1,8,84.31,1
3,10,95.29,1
1,8,82.71,1
4,11,107.27,1
1,7,36.07,0
4,10,49.25,0
4,12,119.82,1
1,8,95.29865671641792,1
5,11,53.39,0
3,10,147.61,2
4,10,49.64,0
5,11,54.95,0
1,9,85.29,1
2,10,155.22,2
2,9,93.59,1
1,9,86.78,1
4,10,101.91,1
5,13,184.187,2
5,11,53.98,0
4,11,113.26,1
4,11,113.39,1
1,8,82.33,1
4,11,108.76,1
1,8,82.74,1
2,9,43.51,0
2,9,93.93,1
3,8,39.82,0
4,11,110.96,1
1,9,88.84,1
1,7,35.79,0
3,9,87.08,1
2,11,108.74,1
5,11,107.31,1
1,9,85.08,1
1,9,85.22,1
1,7,35.22,0
4,11,108.32,1
5,10,103.84,1
4,11,53.75,0
3,10,146.97,2
5,11,55.6,0
3,10,148.77,2
5,11,55.1,0
4,11,108.22,1
4,10,50.54,0
1,9,90.27,1
3,10,99.93,1
1,7,35.5,0
5,11,53.62,0
4,11,108.6,1
4,11,108.34,1
2,10,97.88,1
2,11,112.66,1
6,13,131.74,1
1,9,86.34,1
1,9,86.3,1
1,9,92.97,1
3,9,92.92,1
1,7,35.19,0
2,10,96.13,1
4,10,97.90166666666666,1
3,8,42.33,0
5,11,97.67141203703704,1
3,8,40.72,0
3,10,97.59016393442624,1
3,9,93.88,1
3,8,40.24,0
2,10,101.5,1
5,12,185.43,2
4,12,181.61,2
4,10,50.74,0
2,9,43.76,0
3,10,100.99,1
3,9,87.53,1
1,7,33.83,0
1,10,95.01,1
4,10,50.2,0
3,10,183.01889733840304,2
1,9,93.19,1
1,9,89.18,1
3,10,152.11,2
3,8,41.09,0
5,11,97.284,1
1,9,93.56,1
1,8,82.62,1
2,9,94.91,1
1,9,86.42,1
1,8,84.27,1
3,9,89.23,1
2,11,105.44,1
5,10,104.32,1
1,9,86.7,1
1,9,92.11,1
3,9,89.28,1
2,9,42.72,0
5,12,183.36,2
4,11,52.61,0
2,10,101.54,1
1,8,83.48,1
4,11,114.4,1
6,13,134.97,1
2,8,42.16,0
1,10,95.47,1
5,10,104.56,1
2,10,95.38,1
5,13,183.0422033898305,2
1,10,100.19,1
1,8,82.91,1
1,7,34.56,0
2,10,95.37,1
2,10,96.74,1
5,10,51.8,0
4,10,49.57,0
2,9,45.63,0
2,9,44.71,0
1,8,80.98,1
3,10,104.51,1
1,9,85.5,1
1,9,94.25,1
2,9,42.69,0
1,7,35.05,0
1,8,82.91,1
2,8,42.47,0
2,10,100.14,1
2,10,153.7,2
1,9,87.81,1
2,9,43.73,0
1,9,93.32,1
2,10,97.53,1
1,8,84.29,1
6,13,65.74,0
1,11,107.82,1
2,11,113.09,1
4,10,50.32,0
1,7,34.26,0
3,9,96.52224489795918,1
1,9,85.74,1
2,10,97.26702923976607,1
2,10,97.32,1
1,9,86.19,1
2,9,43.12,0
4,10,52.22,0
4,10,50.57,0
5,11,105.87,1
4,10,50.58,0
2,8,41.77,0
1,8,99.23795918367348,1
3,10,182.3207329842932,2
5,11,54.13,0
3,8,48.78010452961672,0
2,11,106.2,1
5,11,106.74,1
4,11,96.03964285714288,1
2,9,46.24,0
2,9,43.41,0
1,9,90.27,1
2,10,101.29,1
1,8,82.59,1
1,7,35.78,0
1,9,87.86,1
4,11,110.01,1
1,7,34.49,0
2,10,100.25,1
1,7,32.67,0
2,10,156.35,2
3,9,43.61,0
3,10,96.56,1
5,11,55.33,0
2,10,96.06,1
1,7,35.77,0
5,10,52.02,0
1,9,87.78,1
2,9,98.4334375,1
1,8,82.91,1
1,8,84.54,1
3,8,41.15,0
3,9,44.03,0
5,11,106.37,1
5,11,52.83,0
5,11,55.61,0
5,10,103.89,1
1,7,35.68,0
1,9,94.06,1
3,10,151.72,2
1,8,82.61,1
5,11,53.29,0
3,10,98.29,1
3,8,41.85,0
5,10,51.53,0
3,10,147.57,2
4,11,110.59,1
3,8,41.46,0
1,9,127.63,2
1,9,89.36,1
1,9,87.76,1
3,9,45.21,0
2,8,42.0,0
4,10,47.89631239935588,0
2,10,150.15,2
1,7,33.71,0
1,9,88.39,1
3,9,93.44,1
3,10,151.18,2
5,11,109.22,1
3,9,93.48,1
1,8,38.17,0
1,9,85.49,1
4,12,177.95,2
3,8,39.43,0
1,8,84.37,1
3,9,92.08,1
4,11,54.02,0
2,10,95.3,1
3,8,39.47,0
2,10,150.45,2
2,11,108.67,1
1,8,84.84,1
1,9,85.51,1
3,9,91.29,1
1,9,88.75,1
3,10,146.97,2
3,9,89.55,1
1,9,87.76,1
4,10,49.89,0
5,11,110.74,1
5,11,53.69,0
3,9,88.93,1
6,12,124.81,1
5,11,53.28,0
2,9,45.5,0
1,8,83.33,1
3,10,98.76,1
3,10,98.95,1
2,10,96.78,1
4,11,98.24532258064517,1
3,8,40.07,0
3,9,88.98,1
2,9,44.32,0
4,11,110.06,1
1,8,83.36,1
4,10,50.6,0
2,8,41.83,0
1,9,88.48,1
3,10,95.95,1
3,9,91.02,1
4,10,49.89,0
4,10,50.09,0
6,13,64.75,0
2,9,46.64,0
2,9,94.45,1
1,7,34.56,0
3,10,149.6,2
1,9,92.84,1
4,10,52.02,0
3,10,149.57,2
2,10,99.36,1
5,11,52.95,0
5,13,127.46,1
2,10,96.87,1
2,10,97.90166666666666,1
4,11,97.09780821917808,1
2,10,98.96,1
2,9,94.68,1
4,11,108.88,1
1,8,96.5740776699029,1
4,10,51.29,0
5,10,51.58,0
2,10,98.58,1
1,9,87.81,1
4,10,50.92,0
2,8,41.64,0
4,10,104.95,1
4,10,51.89,0
3,9,87.47,1
1,8,80.07,1
1,8,94.13836734693876,1
6,13,63.68,0
1,10,96.55,1
1,9,90.43,1
3,9,88.68,1
3,9,43.73,0
1,9,86.4,1
1,7,36.29,0
5,11,55.25,0
2,10,99.37,1
3,8,40.18,0
1,8,83.56,1
3,9,90.3,1
6,13,65.88,0
5,11,109.46,1
3,9,42.77,0
1,9,93.86,1
2,10,97.27,1
5,11,54.17,0
1,7,35.7,0
2,8,42.36,0
3,9,96.52224489795918,1
1,9,97.26702923976607,1
1,9,128.58,2
2,10,98.06,1
1,9,87.61,1
2,10,95.37,1
3,8,41.04,0
4,11,52.55,0
1,8,83.71,1
4,11,53.7,0
3,8,41.03,0
1,9,88.43,1
1,8,83.74,1
5,11,107.48,1
2,10,98.53,1
2,9,42.69,0
3,8,40.82,0
3,10,176.6457142857143,2
1,7,35.3,0
4,10,51.96,0
1,9,85.1,1
4,11,112.82,1
